Date,Close,High,Low,Open,Volume,Adj Close
2024-03-11,182.3000030517578,182.3000030517578,182.3000030517578,182.3000030517578,1,
2024-03-12,182.3000030517578,182.3000030517578,182.3000030517578,182.3000030517578,0,
2024-03-13,182.3000030517578,182.3000030517578,182.3000030517578,182.3000030517578,0,
2024-03-14,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,12,
2024-03-18,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-03-19,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-03-20,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-03-21,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-03-22,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-03-26,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-03-27,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-03-28,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-01,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-02,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-03,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-04,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-05,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-08,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-09,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-10,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-12,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-15,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-16,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-18,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-19,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-22,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-23,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-24,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-25,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-26,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-29,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-04-30,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-02,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-03,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-06,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-07,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-08,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-09,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-10,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-13,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-14,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-15,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-16,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-17,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-21,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-22,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-23,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-24,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-27,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-28,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-29,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-30,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
2024-05-31,191.3999938964844,191.3999938964844,191.3999938964844,191.3999938964844,0,
